CATION_ANION Temperature Pressure Density
C2074_A0189 351.6 140000 1186.4
C2074_A0189 351.6 150000 1189.6
C2074_A0189 351.6 160000 1192.8
C2074_A0189 351.6 170000 1196.1
C2074_A0189 351.6 180000 1199.1
C2074_A0189 351.6 190000 1202.1
C2074_A0189 351.6 200000 1205.1
C2074_A0189 371.6 10000 1120.8
C2074_A0189 371.6 20000 1126.1
C2074_A0189 371.6 30000 1131.3
C2074_A0189 371.6 40000 1136.2
C2074_A0189 371.6 50000 1140.9
C2074_A0189 371.6 60000 1145.4
C2074_A0189 371.6 70000 1149.7
C2074_A0189 371.6 80000 1153.9
C2074_A0189 371.6 90000 1157.9
C2074_A0189 371.6 100000 1161.8
C2074_A0189 371.6 110000 1165.7
C2074_A0189 371.6 120000 1169.4
C2074_A0189 371.6 130000 1173.1
C2074_A0189 371.6 140000 1176.4
C2074_A0189 371.6 150000 1179.7
C2074_A0189 371.6 160000 1183
C2074_A0189 371.6 170000 1186.3
C2074_A0189 371.6 180000 1189.4
C2074_A0189 371.6 190000 1192.5
C2074_A0189 371.6 200000 1195.6
C0064_A0048 293.15 100 1469.2
C0064_A0048 293.15 2500 1471.1
C0064_A0048 293.15 5000 1473.1
C0064_A0048 293.15 7500 1475
C0064_A0048 293.15 10000 1476.9
C0064_A0048 293.15 15000 1480.8
C0064_A0048 293.15 20000 1484.2
C0064_A0048 293.15 25000 1487.9
C0064_A0048 293.15 30000 1491.5
C0064_A0048 293.15 35000 1495.2
C0064_A0048 298.15 100 1463.2
C0064_A0048 298.15 2500 1465.5
C0064_A0048 298.15 5000 1467.6
C0064_A0048 298.15 7500 1469.5
C0064_A0048 298.15 10000 1471.4
C0064_A0048 298.15 15000 1475.3
C0064_A0048 298.15 20000 1479
C0064_A0048 298.15 25000 1482.5
C0064_A0048 298.15 30000 1486.1
C0064_A0048 298.15 35000 1489.5
C0064_A0048 303.15 100 1457.7
C0064_A0048 303.15 2500 1460.1
C0064_A0048 303.15 5000 1462.1
C0064_A0048 303.15 7500 1463.9
C0064_A0048 303.15 10000 1466.1
C0064_A0048 303.15 15000 1469.8
C0064_A0048 303.15 20000 1473.6
C0064_A0048 303.15 25000 1477.1
C0064_A0048 303.15 30000 1480.9
C0064_A0048 303.15 35000 1484.3
C0064_A0048 313.15 100 1447.3
C0064_A0048 313.15 2500 1449.6
C0064_A0048 313.15 5000 1451.6
C0064_A0048 313.15 7500 1453.7
C0064_A0048 313.15 10000 1455.8
C0064_A0048 313.15 15000 1459.7
C0064_A0048 313.15 20000 1463.5
C0064_A0048 313.15 25000 1467.2
C0064_A0048 313.15 30000 1470.9
C0064_A0048 313.15 35000 1474.6
C0064_A0048 333.15 100 1425.7
C0064_A0048 333.15 2500 1428.2
C0064_A0048 333.15 5000 1430.4
C0064_A0048 333.15 7500 1432.6
C0064_A0048 333.15 10000 1434.8
C0064_A0048 333.15 15000 1439.1
C0064_A0048 333.15 20000 1443.2
C0064_A0048 333.15 25000 1447.2
C0064_A0048 333.15 30000 1450.9
C0064_A0048 333.15 35000 1454.8
C0064_A0048 353.15 100 1404.5
C0064_A0048 353.15 2500 1407.5
C0064_A0048 353.15 5000 1409.9
C0064_A0048 353.15 7500 1412.2
C0064_A0048 353.15 10000 1414.5
C0064_A0048 353.15 15000 1419
C0064_A0048 353.15 20000 1423.4
C0064_A0048 353.15 25000 1427.5
C0064_A0048 353.15 30000 1431.6
C0064_A0048 353.15 35000 1435.6
C0064_A0048 373.15 100 1384.1
C0064_A0048 373.15 2500 1386.9
C0064_A0048 373.15 5000 1389.5
C0064_A0048 373.15 7500 1391.9
C0064_A0048 373.15 10000 1394.4
C0064_A0048 373.15 15000 1399.1
C0064_A0048 373.15 20000 1403.7
C0064_A0048 373.15 25000 1408.1
C0064_A0048 373.15 30000 1412.4
C0064_A0048 373.15 35000 1416.7
C0064_A0048 393.15 100 1364.2
C0064_A0048 393.15 2500 1367.2
C0064_A0048 393.15 5000 1369.9
C0064_A0048 393.15 7500 1372.5
C0064_A0048 393.15 10000 1375.1
C0064_A0048 393.15 15000 1380.2
C0064_A0048 393.15 20000 1384.9
C0064_A0048 393.15 25000 1389.6
C0064_A0048 393.15 30000 1394.3
C0064_A0048 393.15 35000 1398.6
C0460_A0044 293.15 100 1292.1
C0460_A0044 293.15 2500 1293
C0460_A0044 293.15 5000 1294
C0460_A0044 293.15 7500 1295
C0460_A0044 293.15 10000 1296
C0460_A0044 293.15 15000 1298
C0460_A0044 293.15 20000 1299.9
C0460_A0044 293.15 25000 1301.8
C0460_A0044 293.15 30000 1303.7
C0460_A0044 293.15 35000 1305.6
C0460_A0044 298.15 100 1288
C0460_A0044 298.15 2500 1289.1
C0460_A0044 298.15 5000 1290.1
C0460_A0044 298.15 7500 1291.1
C0460_A0044 298.15 10000 1292.1
C0460_A0044 298.15 15000 1294.1
C0460_A0044 298.15 20000 1296.1
C0460_A0044 298.15 25000 1298
C0460_A0044 298.15 30000 1300
C0460_A0044 298.15 35000 1301.9
C0460_A0044 303.15 100 1283.3
C0460_A0044 303.15 2500 1284.3
C0460_A0044 303.15 5000 1285.4
C0460_A0044 303.15 7500 1286.4
C0460_A0044 303.15 10000 1287.4
C0460_A0044 303.15 15000 1289.5
C0460_A0044 303.15 20000 1291.4
C0460_A0044 303.15 25000 1293.4
C0460_A0044 303.15 30000 1295.3
C0460_A0044 303.15 35000 1297.3
C0460_A0044 313.15 100 1276.6
C0460_A0044 313.15 2500 1277.8
C0460_A0044 313.15 5000 1278.9
C0460_A0044 313.15 7500 1279.9
C0460_A0044 313.15 10000 1281
C0460_A0044 313.15 15000 1283
C0460_A0044 313.15 20000 1285.1
C0460_A0044 313.15 25000 1287.1
C0460_A0044 313.15 30000 1289.1
C0460_A0044 313.15 35000 1291.1
C0460_A0044 333.15 100 1260.9
C0460_A0044 333.15 2500 1262.3
C0460_A0044 333.15 5000 1263.4
C0460_A0044 333.15 7500 1264.5
C0460_A0044 333.15 10000 1265.6
C0460_A0044 333.15 15000 1267.8
C0460_A0044 333.15 20000 1269.9
C0460_A0044 333.15 25000 1272
C0460_A0044 333.15 30000 1274
C0460_A0044 333.15 35000 1276.1
C0460_A0044 353.15 100 1245.5
C0460_A0044 353.15 2500 1247.5
C0460_A0044 353.15 5000 1248.7
C0460_A0044 353.15 7500 1249.9
C0460_A0044 353.15 10000 1251.1
C0460_A0044 353.15 15000 1253.4
C0460_A0044 353.15 20000 1255.6
C0460_A0044 353.15 25000 1257.8
C0460_A0044 353.15 30000 1260
C0460_A0044 353.15 35000 1262.2
C0460_A0044 373.15 100 1231.4
C0460_A0044 373.15 2500 1232.8
C0460_A0044 373.15 5000 1234
C0460_A0044 373.15 7500 1235.2
C0460_A0044 373.15 10000 1236.4
C0460_A0044 373.15 15000 1238.8
C0460_A0044 373.15 20000 1241.2
C0460_A0044 373.15 25000 1243.5
C0460_A0044 373.15 30000 1245.7
C0460_A0044 373.15 35000 1248
C0460_A0044 393.15 100 1218.1
C0460_A0044 393.15 2500 1219.2
C0460_A0044 393.15 5000 1220.5
C0460_A0044 393.15 7500 1221.8
C0460_A0044 393.15 10000 1223.1
C0460_A0044 393.15 15000 1225.5
C0460_A0044 393.15 20000 1227.9
C0460_A0044 393.15 25000 1230.3
C0460_A0044 393.15 30000 1232.6
C0460_A0044 393.15 35000 1234.9
C0515_A0048 293.15 2500 1285.6
C0515_A0048 293.15 5000 1287.4
C0515_A0048 293.15 7500 1289.3
C0515_A0048 293.15 10000 1291.1
C0515_A0048 293.15 15000 1294.6
C0515_A0048 293.15 20000 1298.1
C0515_A0048 293.15 25000 1301.4
C0515_A0048 293.15 30000 1304.7
C0515_A0048 293.15 35000 1308
C0515_A0048 298.15 100 1278
C0515_A0048 298.15 2500 1280.8
C0515_A0048 298.15 5000 1282.7
C0515_A0048 298.15 7500 1284.6
C0515_A0048 298.15 10000 1286.4
C0515_A0048 298.15 15000 1290
C0515_A0048 298.15 20000 1293.5
C0515_A0048 298.15 25000 1297
C0515_A0048 298.15 30000 1300.3
C0515_A0048 298.15 35000 1303.6
C0515_A0048 303.15 100 1273.6
C0515_A0048 303.15 2500 1276.4
C0515_A0048 303.15 5000 1278.3
C0515_A0048 303.15 7500 1280.3
C0515_A0048 303.15 10000 1282.1
C0515_A0048 303.15 15000 1285.8
C0515_A0048 303.15 20000 1289.4
C0515_A0048 303.15 25000 1292.9
C0515_A0048 303.15 30000 1296.3
C0515_A0048 303.15 35000 1299.6
C0515_A0048 313.15 100 1265.3
C0515_A0048 313.15 2500 1267.3
C0515_A0048 313.15 5000 1269.3
C0515_A0048 313.15 7500 1271.3
C0515_A0048 313.15 10000 1273.2
C0515_A0048 313.15 15000 1277
C0515_A0048 313.15 20000 1280.7
C0515_A0048 313.15 25000 1284.2
C0515_A0048 313.15 30000 1287.7
C0515_A0048 313.15 35000 1291.1
C0515_A0048 333.15 100 1245.5
C0515_A0048 333.15 2500 1247.7
C0515_A0048 333.15 5000 1249.8
C0515_A0048 333.15 7500 1251.9
C0515_A0048 333.15 10000 1254
C0515_A0048 333.15 15000 1258
C0515_A0048 333.15 20000 1261.9
C0515_A0048 333.15 25000 1265.7
C0515_A0048 333.15 30000 1269.4
C0515_A0048 333.15 35000 1273
C0515_A0048 353.15 100 1228.6
C0515_A0048 353.15 2500 1230.9
C0515_A0048 353.15 5000 1233.2
C0515_A0048 353.15 7500 1235.5
C0515_A0048 353.15 10000 1237.6
C0515_A0048 353.15 15000 1242
C0515_A0048 353.15 20000 1246.2
C0515_A0048 353.15 25000 1250.2
C0515_A0048 353.15 30000 1254.1
C0515_A0048 353.15 35000 1257.9
C0515_A0048 373.15 100 1209.6
C0515_A0048 373.15 2500 1212.4
C0515_A0048 373.15 5000 1214.8
C0515_A0048 373.15 7500 1217.3
C0515_A0048 373.15 10000 1219.6
C0515_A0048 373.15 15000 1224.2
C0515_A0048 373.15 20000 1228.6
C0515_A0048 373.15 25000 1232.9
C0515_A0048 373.15 30000 1237
C0515_A0048 373.15 35000 1241.1
C0515_A0048 393.15 100 1191.8
C0515_A0048 393.15 2500 1195.8
C0515_A0048 393.15 5000 1198.3
C0515_A0048 393.15 7500 1200.9
C0515_A0048 393.15 10000 1203.4
C0515_A0048 393.15 15000 1208.2
C0515_A0048 393.15 20000 1212.8
C0515_A0048 393.15 25000 1217.3
C0515_A0048 393.15 30000 1221.7
C0515_A0048 393.15 35000 1225.9
C0505_A0084 293.15 100 1306.1
C0505_A0084 303.15 100 1296.6
C0505_A0084 313.15 100 1287.6
C0505_A0084 323.15 100 1278.7
C0505_A0084 333.15 100 1270.5
C0505_A0084 343.15 100 1262.5
C0505_A0084 353.15 100 1254
C0505_A0084 363.15 100 1246.8
C0505_A0084 373.15 100 1239.6
C0505_A0084 383.15 100 1232.4
C0505_A0084 393.15 100 1225.3
C0505_A0084 293.15 1000 1306.6
C0505_A0084 303.15 1000 1297.1
C0505_A0084 313.15 1000 1288.1
C0505_A0084 323.15 1000 1279.3
C0505_A0084 333.15 1000 1271.1
C0505_A0084 343.15 1000 1263.1
C0505_A0084 353.15 1000 1254.7
C0505_A0084 363.15 1000 1247.5
C0505_A0084 373.15 1000 1240.3
C0505_A0084 383.15 1000 1233.1
C0505_A0084 393.15 1000 1226.1
C0505_A0084 293.15 2000 1307.1
C0505_A0084 303.15 2000 1297.7
C0505_A0084 313.15 2000 1288.7
C0505_A0084 323.15 2000 1280
C0505_A0084 333.15 2000 1271.7
C0505_A0084 343.15 2000 1263.8
C0505_A0084 353.15 2000 1255.3
C0505_A0084 363.15 2000 1248.3
C0505_A0084 373.15 2000 1241.1
C0505_A0084 383.15 2000 1233.9
C0505_A0084 393.15 2000 1226.8
C0505_A0084 293.15 3000 1307.7
C0505_A0084 303.15 3000 1298.3
C0505_A0084 313.15 3000 1289.3
C0505_A0084 323.15 3000 1280.7
C0505_A0084 333.15 3000 1272.4
C0505_A0084 343.15 3000 1264.5
C0505_A0084 353.15 3000 1256
C0505_A0084 363.15 3000 1249
C0505_A0084 373.15 3000 1241.8
C0505_A0084 383.15 3000 1234.6
C0505_A0084 393.15 3000 1227.6
C0505_A0084 293.15 4000 1308.2
C0505_A0084 303.15 4000 1298.9
C0505_A0084 313.15 4000 1289.9
C0505_A0084 323.15 4000 1281.3
C0505_A0084 333.15 4000 1273.1
C0505_A0084 343.15 4000 1265.2
C0505_A0084 353.15 4000 1256.7
C0505_A0084 363.15 4000 1249.7
C0505_A0084 373.15 4000 1242.5
C0505_A0084 383.15 4000 1235.4
C0505_A0084 393.15 4000 1228.4
C0505_A0084 293.15 5000 1308.8
C0505_A0084 303.15 5000 1299.5
C0505_A0084 313.15 5000 1290.5
C0505_A0084 323.15 5000 1282
C0505_A0084 333.15 5000 1273.8
C0505_A0084 343.15 5000 1265.8
C0505_A0084 353.15 5000 1257.4
C0505_A0084 363.15 5000 1250.4
C0505_A0084 373.15 5000 1243.2
C0505_A0084 383.15 5000 1236.1
C0505_A0084 393.15 5000 1229.1
C0505_A0084 293.15 10000 1311.5
C0505_A0084 303.15 10000 1302.3
C0505_A0084 313.15 10000 1293.3
C0505_A0084 323.15 10000 1285
C0505_A0084 333.15 10000 1276.9
C0505_A0084 343.15 10000 1269.1
C0505_A0084 353.15 10000 1260.7
C0505_A0084 363.15 10000 1253.8
C0505_A0084 373.15 10000 1246.6
C0505_A0084 383.15 10000 1239.7
C0505_A0084 393.15 10000 1232.7
C0315_A0117 298.15 100 976.4
C0315_A0117 313.15 100 966.5
C0315_A0117 333.15 100 953.4
C0315_A0117 348.15 100 943.7
C0315_A0117 373.15 100 927.3
C0315_A0117 398.15 100 911.8
C0315_A0117 298.15 1000 976.9
C0315_A0117 313.15 1000 967
C0315_A0117 333.15 1000 953.9
C0315_A0117 348.15 1000 944.2
C0315_A0117 373.15 1000 928.4
C0315_A0117 398.15 1000 913
C0315_A0117 298.15 5000 978.8
C0315_A0117 313.15 5000 969.1
C0315_A0117 333.15 5000 956
C0315_A0117 348.15 5000 946.5
C0315_A0117 373.15 5000 930.8
C0315_A0117 398.15 5000 915.7
C0315_A0117 298.15 10000 981.3
C0315_A0117 313.15 10000 971.7
C0315_A0117 333.15 10000 958.7
C0315_A0117 348.15 10000 949.3
C0315_A0117 373.15 10000 933.8
C0315_A0117 398.15 10000 918.9
C0315_A0117 298.15 15000 983.7
C0315_A0117 313.15 15000 974.2
C0315_A0117 333.15 15000 961.4
C0315_A0117 348.15 15000 952
C0315_A0117 373.15 15000 936.7
C0315_A0117 398.15 15000 922.1
C0315_A0117 313.15 20000 976.7
C0315_A0117 333.15 20000 963.9
C0315_A0117 348.15 20000 954.7
C0315_A0117 373.15 20000 939.6
C0315_A0117 398.15 20000 925.1
C0315_A0117 313.15 25000 979.1
C0315_A0117 333.15 25000 966.5
C0315_A0117 348.15 25000 957.3
C0315_A0117 373.15 25000 942.4
C0315_A0117 398.15 25000 928
C0315_A0117 313.15 30000 981.4
C0315_A0117 333.15 30000 968.9
C0315_A0117 348.15 30000 959.8
C0315_A0117 373.15 30000 945.1
C0315_A0117 398.15 30000 930.9
C0315_A0117 313.15 35000 983.8
C0315_A0117 333.15 35000 971.3
C0315_A0117 348.15 35000 962.3
C0315_A0117 373.15 35000 947.7
C0315_A0117 398.15 35000 933.7
C0315_A0117 313.15 40000 986
C0315_A0117 333.15 40000 973.7
C0315_A0117 348.15 40000 964.8
C0315_A0117 373.15 40000 950.3
C0315_A0117 398.15 40000 936.5
C0315_A0117 313.15 45000 988.2
C0315_A0117 333.15 45000 976
C0315_A0117 348.15 45000 967.2
C0315_A0117 373.15 45000 952.9
C0315_A0117 398.15 45000 939.2
C0315_A0117 313.15 50000 990.4
C0315_A0117 333.15 50000 978.3
C0315_A0117 348.15 50000 969.5
C0315_A0117 373.15 50000 955.4
C0315_A0117 398.15 50000 941.8
C0315_A0117 313.15 55000 992.5
C0315_A0117 333.15 55000 980.5
C0315_A0117 348.15 55000 971.9
C0315_A0117 373.15 55000 957.9
C0315_A0117 398.15 55000 944.4
C0315_A0117 313.15 60000 994.5
C0315_A0117 333.15 60000 982.7
C0315_A0117 348.15 60000 974.1
C0315_A0117 373.15 60000 960.2
C0315_A0117 398.15 60000 946.9
C0460_A0050 293.15 101.325 1179.7
C0460_A0050 294.15 101.325 1179
C0460_A0050 295.15 101.325 1178.3
C0460_A0050 296.15 101.325 1177.6
C0460_A0050 297.15 101.325 1176.9
C0460_A0050 298.15 101.325 1176.2
C0460_A0050 299.15 101.325 1175.5
C0460_A0050 300.15 101.325 1174.9
C0460_A0050 301.15 101.325 1174.2
C0460_A0050 302.15 101.325 1173.5
C0460_A0050 303.15 101.325 1172.8
C0460_A0050 304.15 101.325 1172.1
C0460_A0050 305.15 101.325 1171.5
C0460_A0050 306.15 101.325 1170.8
C0460_A0050 307.15 101.325 1170.1
C0460_A0050 308.15 101.325 1169.4
C0460_A0050 309.15 101.325 1168.8
C0460_A0050 310.15 101.325 1168.1
C0460_A0050 311.15 101.325 1167.4
C0460_A0050 312.15 101.325 1166.7
C0460_A0050 313.15 101.325 1166.1
C0460_A0050 314.15 101.325 1165.4
C0460_A0050 315.15 101.325 1164.7
C0460_A0050 316.15 101.325 1164.1
C0460_A0050 317.15 101.325 1163.4
C0460_A0050 318.15 101.325 1162.7
C0460_A0050 319.15 101.325 1162.1
C0460_A0050 320.15 101.325 1161.4
C0460_A0050 321.15 101.325 1160.7
C0460_A0050 322.15 101.325 1160.1
C0460_A0050 323.15 101.325 1159.4
C0460_A0050 324.15 101.325 1158.8
C0460_A0050 325.15 101.325 1158.1
C0460_A0050 326.15 101.325 1157.4
C0460_A0050 327.15 101.325 1156.8
C0460_A0050 328.15 101.325 1156.1
C0460_A0050 329.15 101.325 1155.5
C0460_A0050 330.15 101.325 1154.8
C0460_A0050 331.15 101.325 1154.2
C0460_A0050 332.15 101.325 1153.5
C0460_A0050 333.15 101.325 1152.8
C0460_A0050 334.15 101.325 1152.2
C0460_A0050 335.15 101.325 1151.5
C0460_A0050 336.15 101.325 1150.9
C0460_A0050 337.15 101.325 1150.2
C0460_A0050 338.15 101.325 1149.6
C0460_A0050 339.15 101.325 1149
C0460_A0050 340.15 101.325 1148.3
C0460_A0050 341.15 101.325 1147.7
C0460_A0050 342.15 101.325 1147
C0460_A0050 343.15 101.325 1146.4
C0460_A0050 344.15 101.325 1145.7
C0460_A0050 345.15 101.325 1145.1
C0460_A0050 346.15 101.325 1144.4
C0460_A0050 347.15 101.325 1143.8
C0460_A0050 348.15 101.325 1143.1
C0460_A0050 349.15 101.325 1142.5
C0460_A0050 350.15 101.325 1141.8
C0460_A0050 351.15 101.325 1141.2
C0460_A0050 352.15 101.325 1140.6
C0460_A0050 353.15 101.325 1139.9
C0460_A0050 354.15 101.325 1139.3
C0460_A0050 355.15 101.325 1138.7
C0460_A0050 356.15 101.325 1138
C0460_A0050 357.15 101.325 1137.4
C0460_A0050 358.15 101.325 1136.7
C0460_A0050 359.15 101.325 1136.1
C0460_A0050 360.15 101.325 1135.5
C0460_A0050 361.15 101.325 1134.8
C0460_A0050 362.15 101.325 1134.2
C0460_A0050 363.15 101.325 1133.5
C2050_A0278 293.15 101.325 1133.8
C2050_A0278 294.15 101.325 1133.1
C2050_A0278 295.15 101.325 1132.5
C2050_A0278 296.15 101.325 1131.8
C2050_A0278 297.15 101.325 1131.1
C2050_A0278 298.15 101.325 1130.4
C2050_A0278 299.15 101.325 1129.7
C2050_A0278 300.15 101.325 1129.1
C2050_A0278 301.15 101.325 1128.4
C2050_A0278 302.15 101.325 1127.7
C2050_A0278 303.15 101.325 1127
C2050_A0278 304.15 101.325 1126.4
C2050_A0278 305.15 101.325 1125.7
C2050_A0278 306.15 101.325 1125
C2050_A0278 307.15 101.325 1124.4
C2050_A0278 308.15 101.325 1123.7
C2050_A0278 309.15 101.325 1123
C2050_A0278 310.15 101.325 1122.4
C2050_A0278 311.15 101.325 1121.7
C2050_A0278 312.15 101.325 1121
C2050_A0278 313.15 101.325 1120.4
C2050_A0278 314.15 101.325 1119.7
C2050_A0278 315.15 101.325 1119
C2050_A0278 316.15 101.325 1118.4
C2050_A0278 317.15 101.325 1117.7
C2050_A0278 318.15 101.325 1117.1
C2050_A0278 319.15 101.325 1116.4
C2050_A0278 320.15 101.325 1115.7
C2050_A0278 321.15 101.325 1115.1
C2050_A0278 322.15 101.325 1114.4
C2050_A0278 323.15 101.325 1113.8
C2050_A0278 324.15 101.325 1113.1
C2050_A0278 325.15 101.325 1112.5
C2050_A0278 326.15 101.325 1111.8
C2050_A0278 327.15 101.325 1111.2
C2050_A0278 328.15 101.325 1110.5
C2050_A0278 329.15 101.325 1109.9
C2050_A0278 330.15 101.325 1109.2
C2050_A0278 331.15 101.325 1108.6
C2050_A0278 332.15 101.325 1107.9
C2050_A0278 333.15 101.325 1107.3
C2050_A0278 334.15 101.325 1106.6
C2050_A0278 335.15 101.325 1106
C2050_A0278 336.15 101.325 1105.3
C2050_A0278 337.15 101.325 1104.7
C2050_A0278 338.15 101.325 1104
C2050_A0278 339.15 101.325 1103.4
C2050_A0278 340.15 101.325 1102.8
C2050_A0278 341.15 101.325 1102.1
C2050_A0278 342.15 101.325 1101.5
C2050_A0278 343.15 101.325 1100.8
C2050_A0278 344.15 101.325 1100.2
C2050_A0278 345.15 101.325 1099.6
C2050_A0278 346.15 101.325 1098.9
C2050_A0278 347.15 101.325 1098.3
C2050_A0278 348.15 101.325 1097.7
C2050_A0278 349.15 101.325 1097
C2050_A0278 350.15 101.325 1096.4
C2050_A0278 351.15 101.325 1095.8
C2050_A0278 352.15 101.325 1095.1
C2050_A0278 353.15 101.325 1094.5
C2050_A0278 354.15 101.325 1093.8
C2050_A0278 355.15 101.325 1093.2
C2050_A0278 356.15 101.325 1092.6
C2050_A0278 357.15 101.325 1092
C2050_A0278 358.15 101.325 1091.3
C2050_A0278 359.15 101.325 1090.7
C2050_A0278 360.15 101.325 1090.1
C2050_A0278 361.15 101.325 1089.4
C2050_A0278 362.15 101.325 1088.8
C2050_A0278 363.15 101.325 1088.2
C0460_A0114 293.15 101.325 1098.8
C0460_A0114 294.15 101.325 1098.1
C0460_A0114 295.15 101.325 1097.4
C0460_A0114 296.15 101.325 1096.8
C0460_A0114 297.15 101.325 1096.3
C0460_A0114 298.15 101.325 1095.7
C0460_A0114 299.15 101.325 1095
C0460_A0114 300.15 101.325 1094.3
C0460_A0114 301.15 101.325 1093.7
C0460_A0114 302.15 101.325 1093
C0460_A0114 303.15 101.325 1092.3
C0460_A0114 304.15 101.325 1091.7
C0460_A0114 305.15 101.325 1091
C0460_A0114 306.15 101.325 1090.3
C0460_A0114 307.15 101.325 1089.7
C0460_A0114 308.15 101.325 1089
C0460_A0114 309.15 101.325 1088.3
C0460_A0114 310.15 101.325 1087.7
C0460_A0114 311.15 101.325 1087
C0460_A0114 312.15 101.325 1086.3
C0460_A0114 313.15 101.325 1085.7
C0460_A0114 314.15 101.325 1085
C0460_A0114 315.15 101.325 1084.4
C0460_A0114 316.15 101.325 1083.7
C0460_A0114 317.15 101.325 1083
C0460_A0114 318.15 101.325 1082.4
C0460_A0114 319.15 101.325 1081.7
C0460_A0114 320.15 101.325 1081.1
C0460_A0114 321.15 101.325 1080.4
C0460_A0114 322.15 101.325 1079.8
C0460_A0114 323.15 101.325 1079.1
C0460_A0114 324.15 101.325 1078.4
C0460_A0114 325.15 101.325 1077.8
C0460_A0114 326.15 101.325 1077.1
C0460_A0114 327.15 101.325 1076.5
C0460_A0114 328.15 101.325 1075.8
C0460_A0114 329.15 101.325 1075.17
C0460_A0114 330.15 101.325 1074.52
C0460_A0114 331.15 101.325 1073.87
C0460_A0114 332.15 101.325 1073.23
C0460_A0114 333.15 101.325 1072.58
C0460_A0114 334.15 101.325 1071.93
C0460_A0114 335.15 101.325 1071.29
C0460_A0114 336.15 101.325 1070.64
C0460_A0114 337.15 101.325 1070
C0460_A0114 338.15 101.325 1069.35
C0460_A0114 339.15 101.325 1068.71
C0460_A0114 340.15 101.325 1068.07
C0460_A0114 341.15 101.325 1067.43
C0460_A0114 342.15 101.325 1066.79
C0460_A0114 343.15 101.325 1066.15
C0460_A0114 344.15 101.325 1065.51
C0460_A0114 345.15 101.325 1064.87
C0460_A0114 346.15 101.325 1064.23
C0460_A0114 347.15 101.325 1063.6
C0460_A0114 348.15 101.325 1062.96
C0460_A0114 349.15 101.325 1062.32
C0460_A0114 350.15 101.325 1061.69
C0460_A0114 351.15 101.325 1061.05
C0460_A0114 352.15 101.325 1060.42
C0460_A0114 353.15 101.325 1059.79
C0460_A0114 354.15 101.325 1059.16
C0460_A0114 355.15 101.325 1058.53
C0460_A0114 356.15 101.325 1057.89
C0460_A0114 357.15 101.325 1057.26
C0460_A0114 358.15 101.325 1056.63
C0460_A0114 359.15 101.325 1056
C0460_A0114 360.15 101.325 1055.37
C0460_A0114 361.15 101.325 1054.75
C0460_A0114 362.15 101.325 1054.12
C0460_A0114 363.15 101.325 1053.49
C0460_A0017 293.15 101.325 1368.86
C0460_A0017 294.15 101.325 1368.25
C0460_A0017 295.15 101.325 1367.63
C0460_A0017 296.15 101.325 1367
C0460_A0017 297.15 101.325 1366.38
C0460_A0017 298.15 101.325 1365.77
C0460_A0017 299.15 101.325 1365.14
C0460_A0017 300.15 101.325 1364.53
C0460_A0017 301.15 101.325 1363.91
C0460_A0017 302.15 101.325 1363.29
C0460_A0017 303.15 101.325 1362.67
C0460_A0017 304.15 101.325 1362.05
C0460_A0017 305.15 101.325 1361.44
C0460_A0017 306.15 101.325 1360.82
C0460_A0017 307.15 101.325 1360.21
C0460_A0017 308.15 101.325 1359.59
C0460_A0017 309.15 101.325 1358.98
C0460_A0017 310.15 101.325 1358.76
C0460_A0017 311.15 101.325 1358.14
C0460_A0017 312.15 101.325 1357.52
C0460_A0017 313.15 101.325 1356.9
C0460_A0017 314.15 101.325 1356.28
C0460_A0017 315.15 101.325 1355.67
C0460_A0017 316.15 101.325 1355.05
C0460_A0017 317.15 101.325 1354.43
C0460_A0017 318.15 101.325 1353.81
C0460_A0017 319.15 101.325 1353.19
C0460_A0017 320.15 101.325 1352.57
C0460_A0017 321.15 101.325 1351.96
C0460_A0017 322.15 101.325 1351.34
C0460_A0017 323.15 101.325 1350.72
C0460_A0017 324.15 101.325 1350.11
C0460_A0017 325.15 101.325 1349.49
C0460_A0017 326.15 101.325 1348.88
C0460_A0017 327.15 101.325 1348.27
C0460_A0017 328.15 101.325 1347.65
C0460_A0017 329.15 101.325 1347.04
C0460_A0017 330.15 101.325 1346.43
C0460_A0017 331.15 101.325 1345.82
C0460_A0017 332.15 101.325 1345.2
C0460_A0017 333.15 101.325 1344.6
C0460_A0017 334.15 101.325 1343.99
C0460_A0017 335.15 101.325 1343.38
C0460_A0017 336.15 101.325 1342.77
C0460_A0017 337.15 101.325 1342.16
C0460_A0017 338.15 101.325 1341.56
C0460_A0017 339.15 101.325 1340.95
C0460_A0017 340.15 101.325 1340.35
C0460_A0017 341.15 101.325 1339.75
C0460_A0017 342.15 101.325 1339.14
C0460_A0017 343.15 101.325 1338.54
C0460_A0017 344.15 101.325 1337.94
C0460_A0017 345.15 101.325 1337.34
C0460_A0017 346.15 101.325 1336.74
C0460_A0017 347.15 101.325 1336.14
C0460_A0017 348.15 101.325 1335.54
C0460_A0017 349.15 101.325 1334.94
C0460_A0017 350.15 101.325 1334.35
C0460_A0017 351.15 101.325 1333.75
C0460_A0017 352.15 101.325 1333.16
C0460_A0017 353.15 101.325 1332.57
C0460_A0017 354.15 101.325 1331.97
C0460_A0017 355.15 101.325 1331.38
C0460_A0017 356.15 101.325 1330.79
C0460_A0017 357.15 101.325 1330.2
C0460_A0017 358.15 101.325 1329.61
