CATION_ANION Temperature Pressure Density
C0505_A0056 323.15 25000 1055.2
C0505_A0056 323.15 30010 1057.1
C0505_A0056 323.15 34990 1058.9
C0505_A0056 323.15 40000 1060.8
C0505_A0056 323.15 45000 1062.6
C0505_A0056 323.15 50000 1064.4
C0505_A0056 323.15 55000 1066.1
C0505_A0056 323.15 60000 1067.8
C0505_A0056 333.15 100 1039
C0505_A0056 333.15 250 1039.1
C0505_A0056 333.15 500 1039.2
C0505_A0056 333.15 1000 1039.4
C0505_A0056 333.15 2000 1039.9
C0505_A0056 333.15 4990 1041.1
C0505_A0056 333.15 10000 1043.2
C0505_A0056 333.15 15000 1045.2
C0505_A0056 333.15 20000 1047.3
C0505_A0056 333.15 25000 1049.2
C0505_A0056 333.15 30000 1051.3
C0505_A0056 333.15 34990 1053.1
C0505_A0056 333.15 40000 1055
C0505_A0056 333.15 45010 1056.8
C0505_A0056 333.15 50000 1058.6
C0505_A0056 333.15 55000 1060.4
C0505_A0056 333.15 60000 1062.2
C0505_A0056 343.15 100 1032.9
C0505_A0056 343.15 250 1033
C0505_A0056 343.15 500 1033.1
C0505_A0056 343.15 1000 1033.3
C0505_A0056 343.15 2000 1033.7
C0505_A0056 343.15 4990 1035
C0505_A0056 343.15 10010 1037.2
C0505_A0056 343.15 15000 1039.2
C0505_A0056 343.15 20010 1041.4
C0505_A0056 343.15 25000 1043.3
C0505_A0056 343.15 30000 1045.4
C0505_A0056 343.15 35010 1047.3
C0505_A0056 343.15 40000 1049.3
C0505_A0056 343.15 45000 1051.1
C0505_A0056 343.15 50000 1053
C0505_A0056 343.15 55000 1054.7
C0505_A0056 343.15 60000 1056.6
C0505_A0056 353.15 100 1026.8
C0505_A0056 353.15 250 1026.9
C0505_A0056 353.15 500 1027
C0505_A0056 353.15 1000 1027.2
C0505_A0056 353.15 2000 1027.7
C0505_A0056 353.15 5000 1029
C0505_A0056 353.15 10000 1031.3
C0505_A0056 353.15 15000 1033.4
C0505_A0056 353.15 20000 1035.5
C0505_A0056 353.15 25000 1037.5
C0505_A0056 353.15 30010 1039.6
C0505_A0056 353.15 35000 1041.6
C0505_A0056 353.15 40000 1043.6
C0505_A0056 353.15 45000 1045.4
C0505_A0056 353.15 50000 1047.4
C0505_A0056 353.15 55000 1049.2
C0505_A0056 353.15 60000 1051
C0505_A0056 363.15 100 1020.8
C0505_A0056 363.15 250 1020.9
C0505_A0056 363.15 500 1021
C0505_A0056 363.15 1000 1021.3
C0505_A0056 363.15 2000 1021.7
C0505_A0056 363.15 4990 1023.1
C0505_A0056 363.15 10000 1025.4
C0505_A0056 363.15 14990 1027.6
C0505_A0056 363.15 20010 1029.8
C0505_A0056 363.15 25010 1031.8
C0505_A0056 363.15 30000 1033.9
C0505_A0056 363.15 35000 1035.9
C0505_A0056 363.15 40000 1038
C0505_A0056 363.15 45000 1039.9
C0505_A0056 363.15 50000 1041.8
C0505_A0056 363.15 55000 1043.7
C0505_A0056 363.15 60000 1045.6
C0505_A0056 373.15 100 1014.9
C0505_A0056 373.15 250 1015
C0505_A0056 373.15 500 1015.1
C0505_A0056 373.15 1000 1015.4
C0505_A0056 373.15 2000 1015.8
C0505_A0056 373.15 4990 1017.2
C0505_A0056 373.15 10000 1019.5
C0505_A0056 373.15 15000 1021.8
C0505_A0056 373.15 20000 1024
C0505_A0056 373.15 25000 1026.2
C0505_A0056 373.15 30000 1028.3
C0505_A0056 373.15 35000 1030.3
C0505_A0056 373.15 40000 1032.4
C0505_A0056 373.15 45000 1034.4
C0505_A0056 373.15 50000 1036.4
C0505_A0056 373.15 55000 1038.3
C0505_A0056 373.15 60000 1040.2
C0505_A0056 393.15 100 1003.2
C0505_A0056 393.15 250 1003.3
C0505_A0056 393.15 500 1003.4
C0505_A0056 393.15 1000 1003.7
C0505_A0056 393.15 2000 1004.1
C0505_A0056 393.15 4990 1005.6
C0505_A0056 393.15 10010 1008.1
C0505_A0056 393.15 15000 1010.4
C0505_A0056 393.15 20010 1012.8
C0505_A0056 393.15 25000 1015
C0505_A0056 393.15 30000 1017.2
C0505_A0056 393.15 35000 1019.4
C0505_A0056 393.15 40000 1021.6
C0505_A0056 393.15 45000 1023.6
C0505_A0056 393.15 50000 1025.7
C0505_A0056 393.15 55000 1027.7
C0505_A0056 393.15 60000 1029.6
C0460_A0030 318.15 100 1208.7
C0460_A0030 318.15 1000 1209
C0460_A0030 318.15 5000 1210.3
C0460_A0030 318.15 10000 1212
C0460_A0030 318.15 15000 1213.7
C0460_A0030 318.15 20000 1215.3
C0460_A0030 318.15 25000 1217
C0460_A0030 318.15 30000 1218.6
C0460_A0030 318.15 35000 1220.3
C0460_A0030 318.15 40000 1221.9
C0460_A0030 318.15 45000 1223.6
C0460_A0030 318.15 50000 1225.3
C0460_A0030 318.15 55000 1227
C0460_A0030 318.15 60000 1228.7
C0460_A0030 328.15 100 1202.6
C0460_A0030 328.15 1000 1202.9
C0460_A0030 328.15 5000 1204.3
C0460_A0030 328.15 10000 1206
C0460_A0030 328.15 15000 1207.7
C0460_A0030 328.15 20000 1209.3
C0460_A0030 328.15 25000 1211
C0460_A0030 328.15 30000 1212.7
C0460_A0030 328.15 35000 1214.4
C0460_A0030 328.15 40000 1216.1
C0460_A0030 328.15 45000 1217.8
C0460_A0030 328.15 50000 1219.5
C0460_A0030 328.15 55000 1221.2
C0460_A0030 328.15 60000 1222.9
C0460_A0030 338.15 100 1196.6
C0460_A0030 338.15 1000 1196.9
C0460_A0030 338.15 5000 1198.4
C0460_A0030 338.15 10000 1200
C0460_A0030 338.15 15000 1201.7
C0460_A0030 338.15 20000 1203.4
C0460_A0030 338.15 25000 1205.1
C0460_A0030 338.15 30000 1206.8
C0460_A0030 338.15 35000 1208.6
C0460_A0030 338.15 40000 1210.2
C0460_A0030 338.15 45000 1211.9
C0460_A0030 338.15 50000 1213.7
C0460_A0030 338.15 55000 1215.4
C0460_A0030 338.15 60000 1217.1
C0460_A0030 348.15 100 1190.7
C0460_A0030 348.15 1000 1191
C0460_A0030 348.15 5000 1192.4
C0460_A0030 348.15 10000 1194.2
C0460_A0030 348.15 15000 1195.9
C0460_A0030 348.15 20000 1197.5
C0460_A0030 348.15 25000 1199.3
C0460_A0030 348.15 30000 1201
C0460_A0030 348.15 35000 1202.8
C0460_A0030 348.15 40000 1204.5
C0460_A0030 348.15 45000 1206.2
C0460_A0030 348.15 50000 1208
C0460_A0030 348.15 55000 1209.7
C0460_A0030 348.15 60000 1211.5
C0460_A0030 358.15 100 1184.9
C0460_A0030 358.15 1000 1185.2
C0460_A0030 358.15 5000 1186.7
C0460_A0030 358.15 10000 1188.4
C0460_A0030 358.15 15000 1190.2
C0460_A0030 358.15 20000 1192
C0460_A0030 358.15 25000 1193.6
C0460_A0030 358.15 30000 1195.4
C0460_A0030 358.15 35000 1197.1
C0460_A0030 358.15 40000 1198.9
C0460_A0030 358.15 45000 1200.7
C0460_A0030 358.15 50000 1202.4
C0460_A0030 358.15 55000 1204.2
C0460_A0030 358.15 60000 1205.9
C0460_A0030 368.15 100 1179.3
C0460_A0030 368.15 1000 1179.6
C0460_A0030 368.15 5000 1181.1
C0460_A0030 368.15 10000 1182.9
C0460_A0030 368.15 15000 1184.7
C0460_A0030 368.15 20000 1186.4
C0460_A0030 368.15 25000 1188.3
C0460_A0030 368.15 30000 1190
C0460_A0030 368.15 35000 1191.8
C0460_A0030 368.15 40000 1193.5
C0460_A0030 368.15 45000 1195.3
C0460_A0030 368.15 50000 1197.1
C0460_A0030 368.15 55000 1198.8
C0460_A0030 368.15 60000 1200.6
C0460_A0030 378.15 100 1173.8
C0460_A0030 378.15 1000 1174.1
C0460_A0030 378.15 5000 1175.5
C0460_A0030 378.15 10000 1177.5
C0460_A0030 378.15 15000 1179.3
C0460_A0030 378.15 20000 1181.1
C0460_A0030 378.15 25000 1182.8
C0460_A0030 378.15 30000 1184.7
C0460_A0030 378.15 35000 1186.5
C0460_A0030 378.15 40000 1188.1
C0460_A0030 378.15 45000 1190
C0460_A0030 378.15 50000 1191.8
C0460_A0030 378.15 55000 1193.6
C0460_A0030 378.15 60000 1195.4
C0460_A0030 388.15 100 1168.4
C0460_A0030 388.15 1000 1168.8
C0460_A0030 388.15 5000 1170.3
C0460_A0030 388.15 10000 1172.1
C0460_A0030 388.15 15000 1174
C0460_A0030 388.15 20000 1175.9
C0460_A0030 388.15 25000 1177.6
C0460_A0030 388.15 30000 1179.4
C0460_A0030 388.15 35000 1181.3
C0460_A0030 388.15 40000 1183
C0460_A0030 388.15 45000 1184.9
C0460_A0030 388.15 50000 1186.7
C0460_A0030 388.15 55000 1188.4
C0460_A0030 388.15 60000 1190.2
C0460_A0030 398.15 100 1163
C0460_A0030 398.15 1000 1163.2
C0460_A0030 398.15 5000 1164.8
C0460_A0030 398.15 10000 1166.7
C0460_A0030 398.15 15000 1168.6
C0460_A0030 398.15 20000 1170.5
C0460_A0030 398.15 25000 1172.3
C0460_A0030 398.15 30000 1174.2
C0460_A0030 398.15 35000 1176.1
C0460_A0030 398.15 40000 1177.9
C0460_A0030 398.15 45000 1179.7
C0460_A0030 398.15 50000 1181.5
C0460_A0030 398.15 55000 1183.3
C0460_A0030 398.15 60000 1185.2
C0460_A0030 408.15 100 1157.7
C0460_A0030 408.15 1000 1158
C0460_A0030 408.15 5000 1159.7
C0460_A0030 408.15 10000 1161.6
C0460_A0030 408.15 15000 1163.6
C0460_A0030 408.15 20000 1165.5
C0460_A0030 408.15 25000 1167.4
C0460_A0030 408.15 30000 1169.3
C0460_A0030 408.15 35000 1171.2
C0460_A0030 408.15 40000 1173
C0460_A0030 408.15 45000 1174.9
C0460_A0030 408.15 50000 1176.8
C0460_A0030 408.15 55000 1178.6
C0460_A0030 408.15 60000 1180.5
C0460_A0030 418.15 100 1152.8
C0460_A0030 418.15 1000 1153.1
C0460_A0030 418.15 5000 1154.8
C0460_A0030 418.15 10000 1156.8
C0460_A0030 418.15 15000 1158.8
C0460_A0030 418.15 20000 1160.8
C0460_A0030 418.15 25000 1162.7
C0460_A0030 418.15 30000 1164.6
C0460_A0030 418.15 35000 1166.6
C0460_A0030 418.15 40000 1168.5
C0460_A0030 418.15 45000 1170.3
C0460_A0030 418.15 50000 1172.3
C0460_A0030 418.15 55000 1174.2
C0460_A0030 418.15 60000 1176
C0460_A0030 428.15 100 1148.2
C0460_A0030 428.15 1000 1148.7
C0460_A0030 428.15 5000 1150.4
C0460_A0030 428.15 10000 1152.4
C0460_A0030 428.15 15000 1154.4
C0460_A0030 428.15 20000 1156.5
C0460_A0030 428.15 25000 1158.5
C0460_A0030 428.15 30000 1160.4
C0460_A0030 428.15 35000 1162.4
C0460_A0030 428.15 40000 1164.4
C0460_A0030 428.15 45000 1166.3
C0460_A0030 428.15 50000 1168.2
C0460_A0030 428.15 55000 1170.1
C0460_A0030 428.15 60000 1172.1
C0958_A0044 318.15 100 1313.8
C0958_A0044 318.15 1000 1314.2
C0958_A0044 318.15 5000 1315.4
C0958_A0044 318.15 10000 1317
C0958_A0044 318.15 15000 1318.4
C0958_A0044 318.15 20000 1320
C0958_A0044 318.15 25000 1321.5
C0958_A0044 318.15 30000 1323.1
C0958_A0044 318.15 35000 1324.7
C0958_A0044 318.15 40000 1326.2
C0958_A0044 318.15 45000 1327.9
C0958_A0044 318.15 50000 1329.5
C0958_A0044 318.15 55000 1331.1
C0958_A0044 318.15 60000 1332.7
C0958_A0044 328.15 100 1307.4
C0958_A0044 328.15 1000 1307.5
C0958_A0044 328.15 5000 1308.7
C0958_A0044 328.15 10000 1310.3
C0958_A0044 328.15 15000 1311.8
C0958_A0044 328.15 20000 1313.4
C0958_A0044 328.15 25000 1314.9
C0958_A0044 328.15 30000 1316.4
C0958_A0044 328.15 35000 1318.1
C0958_A0044 328.15 40000 1319.7
C0958_A0044 328.15 45000 1321.2
C0958_A0044 328.15 50000 1322.9
C0958_A0044 328.15 55000 1324.5
C0958_A0044 328.15 60000 1326.2
C0958_A0044 338.15 100 1300.5
C0958_A0044 338.15 1000 1300.7
C0958_A0044 338.15 5000 1301.9
C0958_A0044 338.15 10000 1303.5
C0958_A0044 338.15 15000 1305.1
C0958_A0044 338.15 20000 1306.6
C0958_A0044 338.15 25000 1308.2
C0958_A0044 338.15 30000 1309.8
C0958_A0044 338.15 35000 1311.4
C0958_A0044 338.15 40000 1313
C0958_A0044 338.15 45000 1314.6
C0958_A0044 338.15 50000 1316.2
C0958_A0044 338.15 55000 1317.9
C0958_A0044 338.15 60000 1319.5
C0958_A0044 348.15 100 1294.1
C0958_A0044 348.15 1000 1294.3
C0958_A0044 348.15 5000 1295.6
C0958_A0044 348.15 10000 1297.1
C0958_A0044 348.15 15000 1298.7
C0958_A0044 348.15 20000 1300.3
C0958_A0044 348.15 25000 1301.9
C0958_A0044 348.15 30000 1303.5
C0958_A0044 348.15 35000 1305.1
C0958_A0044 348.15 40000 1306.8
C0958_A0044 348.15 45000 1308.4
C0958_A0044 348.15 50000 1310.1
C0958_A0044 348.15 55000 1311.7
C0958_A0044 348.15 60000 1313.4
C0958_A0044 358.15 100 1287.8
C0958_A0044 358.15 1000 1288
C0958_A0044 358.15 5000 1289.4
C0958_A0044 358.15 10000 1291
C0958_A0044 358.15 15000 1292.6
C0958_A0044 358.15 20000 1294.2
C0958_A0044 358.15 25000 1295.7
C0958_A0044 358.15 30000 1297.4
C0958_A0044 358.15 35000 1299
C0958_A0044 358.15 40000 1300.6
C0958_A0044 358.15 45000 1302.3
C0958_A0044 358.15 50000 1303.9
C0958_A0044 358.15 55000 1305.6
C0958_A0044 358.15 60000 1307.3
C0958_A0044 368.15 100 1281.8
C0958_A0044 368.15 1000 1282
C0958_A0044 368.15 5000 1283.3
C0958_A0044 368.15 10000 1284.9
C0958_A0044 368.15 15000 1286.6
C0958_A0044 368.15 20000 1288.2
C0958_A0044 368.15 25000 1289.8
C0958_A0044 368.15 30000 1291.5
C0958_A0044 368.15 35000 1293.1
C0958_A0044 368.15 40000 1294.8
C0958_A0044 368.15 45000 1296.4
C0958_A0044 368.15 50000 1298.1
C0958_A0044 368.15 55000 1299.8
C0958_A0044 368.15 60000 1301.4
C0958_A0044 378.15 100 1275.9
C0958_A0044 378.15 1000 1276.1
C0958_A0044 378.15 5000 1277.4
C0958_A0044 378.15 10000 1279.1
C0958_A0044 378.15 15000 1280.7
C0958_A0044 378.15 20000 1282.4
C0958_A0044 378.15 25000 1284
C0958_A0044 378.15 30000 1285.7
C0958_A0044 378.15 35000 1287.3
C0958_A0044 378.15 40000 1288.9
C0958_A0044 378.15 45000 1290.6
C0958_A0044 378.15 50000 1292.4
C0958_A0044 378.15 55000 1294.1
C0958_A0044 378.15 60000 1295.8
C0958_A0044 388.15 100 1269.9
C0958_A0044 388.15 1000 1270.2
C0958_A0044 388.15 5000 1271.5
C0958_A0044 388.15 10000 1273.2
C0958_A0044 388.15 15000 1274.9
C0958_A0044 388.15 20000 1276.6
C0958_A0044 388.15 25000 1278.3
C0958_A0044 388.15 30000 1280
C0958_A0044 388.15 35000 1281.7
C0958_A0044 388.15 40000 1283.4
C0958_A0044 388.15 45000 1285.1
C0958_A0044 388.15 50000 1286.8
C0958_A0044 388.15 55000 1288.6
C0958_A0044 388.15 60000 1290.3
C0958_A0044 398.15 100 1264.4
C0958_A0044 398.15 1000 1264.6
C0958_A0044 398.15 5000 1266
C0958_A0044 398.15 10000 1267.8
C0958_A0044 398.15 15000 1269.5
C0958_A0044 398.15 20000 1271.3
C0958_A0044 398.15 25000 1272.9
C0958_A0044 398.15 30000 1274.6
C0958_A0044 398.15 35000 1276.4
C0958_A0044 398.15 40000 1278.1
C0958_A0044 398.15 45000 1279.9
C0958_A0044 398.15 50000 1281.6
C0958_A0044 398.15 55000 1283.3
C0958_A0044 398.15 60000 1285
C0958_A0044 408.15 100 1257.8
C0958_A0044 408.15 1000 1258.2
C0958_A0044 408.15 5000 1259.6
C0958_A0044 408.15 10000 1261.5
C0958_A0044 408.15 15000 1263.2
C0958_A0044 408.15 20000 1265
C0958_A0044 408.15 25000 1266.8
C0958_A0044 408.15 30000 1268.6
C0958_A0044 408.15 35000 1270.4
C0958_A0044 408.15 40000 1272.2
C0958_A0044 408.15 45000 1274
C0958_A0044 408.15 50000 1275.8
C0958_A0044 408.15 55000 1277.5
C0958_A0044 408.15 60000 1279.4
C0958_A0044 418.15 100 1251.5
C0958_A0044 418.15 1000 1252
C0958_A0044 418.15 5000 1253.5
C0958_A0044 418.15 10000 1255.4
C0958_A0044 418.15 15000 1257.2
C0958_A0044 418.15 20000 1259
C0958_A0044 418.15 25000 1261
C0958_A0044 418.15 30000 1262.8
C0958_A0044 418.15 35000 1264.7
C0958_A0044 418.15 40000 1266.5
C0958_A0044 418.15 45000 1268.4
C0958_A0044 418.15 50000 1270.2
C0958_A0044 418.15 55000 1272
C0958_A0044 418.15 60000 1273.9
C0958_A0044 428.15 100 1246.4
C0958_A0044 428.15 1000 1246.8
C0958_A0044 428.15 5000 1248.4
C0958_A0044 428.15 10000 1250.3
C0958_A0044 428.15 15000 1252.2
C0958_A0044 428.15 20000 1254
C0958_A0044 428.15 25000 1255.9
C0958_A0044 428.15 30000 1257.8
C0958_A0044 428.15 35000 1259.6
C0958_A0044 428.15 40000 1261.5
C0958_A0044 428.15 45000 1263.4
C0958_A0044 428.15 50000 1265.3
C0958_A0044 428.15 55000 1267.1
C0958_A0044 428.15 60000 1268.9
C0811_A0048 298.15 100 1475.7
C0811_A0048 298.15 1830 1477
C0811_A0048 298.15 10020 1483.1
C0811_A0048 298.15 14980 1486.7
C0811_A0048 298.15 19750 1490.1
C0811_A0048 298.15 25860 1494.2
C0811_A0048 298.15 31480 1498
C0811_A0048 298.15 37770 1502
C0811_A0048 298.15 44170 1506
C0811_A0048 298.15 50750 1510
C0811_A0048 298.15 59590 1515.1
C0811_A0048 299.15 100 1474.6
C0811_A0048 299.15 1830 1475.9
C0811_A0048 299.15 10020 1482.1
C0811_A0048 299.15 14980 1485.7
C0811_A0048 299.15 19750 1489
C0811_A0048 299.15 25860 1493.2
C0811_A0048 299.15 31480 1496.9
C0811_A0048 299.15 37770 1501
C0811_A0048 299.15 44170 1505
C0811_A0048 299.15 50750 1509.1
C0811_A0048 299.15 59590 1514.2
C0811_A0048 300.15 100 1473.7
C0811_A0048 300.15 1830 1474.9
C0811_A0048 300.15 10020 1481.1
C0811_A0048 300.15 14980 1484.7
C0811_A0048 300.15 19750 1488.1
C0811_A0048 300.15 25860 1492.3
C0811_A0048 300.15 31480 1496
C0811_A0048 300.15 37770 1500.1
C0811_A0048 300.15 44170 1504.1
C0811_A0048 300.15 50750 1508.1
C0811_A0048 300.15 59590 1513.3
C0811_A0048 301.15 100 1472.8
C0811_A0048 301.15 1830 1474.1
C0811_A0048 301.15 10020 1480.2
C0811_A0048 301.15 14980 1483.7
C0811_A0048 301.15 19750 1487.1
C0811_A0048 301.15 25860 1491.3
C0811_A0048 301.15 31480 1495.1
C0811_A0048 301.15 37770 1499.2
C0811_A0048 301.15 44170 1503.2
C0811_A0048 301.15 50750 1507.3
C0811_A0048 301.15 59590 1512.5
C0811_A0048 302.15 100 1471.9
C0811_A0048 302.15 1830 1473.2
C0811_A0048 302.15 10020 1479.3
C0811_A0048 302.15 14980 1482.8
C0811_A0048 302.15 19750 1486.2
C0811_A0048 302.15 25860 1490.4
C0811_A0048 302.15 31480 1494.2
C0811_A0048 302.15 37770 1498.3
C0811_A0048 302.15 44170 1502.4
C0811_A0048 302.15 50750 1506.5
C0811_A0048 302.15 59590 1511.7
C0811_A0048 303.15 100 1471.1
C0811_A0048 303.15 1830 1472.4
C0811_A0048 303.15 10020 1478.5
C0811_A0048 303.15 14980 1482
C0811_A0048 303.15 19750 1485.4
C0811_A0048 303.15 25860 1489.6
C0811_A0048 303.15 31480 1493.3
C0811_A0048 303.15 37770 1497.4
C0811_A0048 303.15 44170 1501.5
C0811_A0048 303.15 50750 1505.6
C0811_A0048 303.15 59590 1510.9
C0811_A0048 308.15 100 1466.8
C0811_A0048 308.15 1830 1468.1
C0811_A0048 308.15 10020 1474.1
C0811_A0048 308.15 14980 1477.7
C0811_A0048 308.15 19750 1480.9
C0811_A0048 308.15 25860 1485.2
C0811_A0048 308.15 31480 1489
C0811_A0048 308.15 37770 1493
C0811_A0048 308.15 44170 1497.2
C0811_A0048 308.15 50750 1501.4
C0811_A0048 308.15 59590 1506.8
C0811_A0048 313.15 100 1462.1
C0811_A0048 313.15 1830 1463.3
C0811_A0048 313.15 10020 1469.3
C0811_A0048 313.15 14980 1472.9
C0811_A0048 313.15 19750 1476.2
C0811_A0048 313.15 25860 1480.4
C0811_A0048 313.15 31480 1484.4
C0811_A0048 313.15 37770 1488.4
C0811_A0048 313.15 44170 1492.6
C0811_A0048 313.15 50750 1496.8
C0811_A0048 313.15 59590 1502.5
C0811_A0048 318.15 100 1457
C0811_A0048 318.15 1830 1458.3
C0811_A0048 318.15 10020 1464.4
C0811_A0048 318.15 14980 1467.9
C0811_A0048 318.15 19750 1471.3
C0811_A0048 318.15 25860 1475.5
C0811_A0048 318.15 31480 1479.6
C0811_A0048 318.15 37770 1483.6
C0811_A0048 318.15 44170 1488
C0811_A0048 318.15 50750 1492.2
C0811_A0048 318.15 59590 1498.5
C0811_A0048 323.15 100 1451.7
C0811_A0048 323.15 1830 1452.9
C0811_A0048 323.15 10020 1459.1
C0811_A0048 323.15 14980 1462.8
C0811_A0048 323.15 19750 1466.2
C0811_A0048 323.15 25860 1470.4
C0811_A0048 323.15 31480 1474.2
C0811_A0048 323.15 37770 1478.6
C0811_A0048 323.15 44170 1482.9
C0811_A0048 323.15 50750 1487.2
C0811_A0048 323.15 59590 1493
C0811_A0048 325.15 100 1449.4
C0811_A0048 325.15 1830 1450.7
C0811_A0048 325.15 10020 1457
C0811_A0048 325.15 14980 1460.6
C0811_A0048 325.15 19750 1464.1
C0811_A0048 325.15 25860 1468.4
C0811_A0048 325.15 31480 1472.5
C0811_A0048 325.15 37770 1476.8
C0811_A0048 325.15 44170 1481.2
C0811_A0048 325.15 50750 1485.6
C0811_A0048 325.15 59590 1491.6
C0811_A0048 327.15 100 1447.2
C0811_A0048 327.15 1830 1448.5
C0811_A0048 327.15 10020 1454.9
C0811_A0048 327.15 14980 1458.6
C0811_A0048 327.15 19750 1462
C0811_A0048 327.15 25860 1466.4
C0811_A0048 327.15 31480 1470.4
C0811_A0048 327.15 37770 1474.8
C0811_A0048 327.15 44170 1479.2
C0811_A0048 327.15 50750 1483.7
C0811_A0048 327.15 59590 1489.6
C0811_A0048 329.15 100 1444.8
C0811_A0048 329.15 1830 1446.2
C0811_A0048 329.15 10020 1452.5
C0811_A0048 329.15 14980 1456.3
C0811_A0048 329.15 19750 1459.8
C0811_A0048 329.15 25860 1464.2
C0811_A0048 329.15 31480 1468.3
C0811_A0048 329.15 37770 1472.7
C0811_A0048 329.15 44170 1477.1
C0811_A0048 329.15 50750 1481.6
C0811_A0048 329.15 59590 1487.6
C0811_A0048 331.15 100 1442.5
C0811_A0048 331.15 1830 1443.8
C0811_A0048 331.15 10020 1450.4
C0811_A0048 331.15 14980 1454.1
C0811_A0048 331.15 19750 1457.8
C0811_A0048 331.15 25860 1462.2
C0811_A0048 331.15 31480 1466.3
C0811_A0048 331.15 37770 1470.7
C0811_A0048 331.15 44170 1475.1
C0811_A0048 331.15 50750 1479.6
C0811_A0048 331.15 59590 1485.6
C0811_A0048 333.15 100 1440.1
C0811_A0048 333.15 1830 1441.5
C0811_A0048 333.15 10020 1448
C0811_A0048 333.15 14980 1451.9
C0811_A0048 333.15 19750 1455.5
C0811_A0048 333.15 25860 1460
C0811_A0048 333.15 31480 1464.1
C0811_A0048 333.15 37770 1468.6
C0811_A0048 333.15 44170 1473
C0811_A0048 333.15 50750 1477.6
C0811_A0048 333.15 59590 1483.5
C0782_A0048 298.15 100 1404.5
C0782_A0048 298.15 1830 1405.7
C0782_A0048 298.15 10020 1411.8
C0782_A0048 298.15 14980 1415.5
C0782_A0048 298.15 19750 1418.8
C0782_A0048 298.15 25860 1422.9
C0782_A0048 298.15 31480 1426.6
C0782_A0048 298.15 37770 1430.6
C0782_A0048 298.15 44170 1434.5
C0782_A0048 298.15 50750 1438.5
C0782_A0048 298.15 59590 1443.6
C0782_A0048 299.15 100 1403.5
C0782_A0048 299.15 1830 1404.8
C0782_A0048 299.15 10020 1410.9
C0782_A0048 299.15 14980 1414.5
C0782_A0048 299.15 19750 1417.9
C0782_A0048 299.15 25860 1422
C0782_A0048 299.15 31480 1425.7
C0782_A0048 299.15 37770 1429.7
C0782_A0048 299.15 44170 1433.7
C0782_A0048 299.15 50750 1437.6
C0782_A0048 299.15 59590 1442.7
C0782_A0048 300.15 100 1402.6
C0782_A0048 300.15 1830 1403.8
C0782_A0048 300.15 10020 1410
C0782_A0048 300.15 14980 1413.6
C0782_A0048 300.15 19750 1416.9
C0782_A0048 300.15 25860 1421.1
C0782_A0048 300.15 31480 1424.8
C0782_A0048 300.15 37770 1428.9
C0782_A0048 300.15 44170 1432.8
C0782_A0048 300.15 50750 1436.8
C0782_A0048 300.15 59590 1442
C0782_A0048 301.15 100 1401.8
C0782_A0048 301.15 1830 1403.1
C0782_A0048 301.15 10020 1409.2
C0782_A0048 301.15 14980 1412.7
C0782_A0048 301.15 19750 1416
C0782_A0048 301.15 25860 1420.2
C0782_A0048 301.15 31480 1423.9
C0782_A0048 301.15 37770 1427.9
C0782_A0048 301.15 44170 1431.9
C0782_A0048 301.15 50750 1435.9
C0782_A0048 301.15 59590 1441.1
C0782_A0048 302.15 100 1400.9
C0782_A0048 302.15 1830 1402.2
C0782_A0048 302.15 10020 1408.3
C0782_A0048 302.15 14980 1411.8
C0782_A0048 302.15 19750 1415.2
C0782_A0048 302.15 25860 1419.4
C0782_A0048 302.15 31480 1423.1
C0782_A0048 302.15 37770 1427.2
C0782_A0048 302.15 44170 1431.2
C0782_A0048 302.15 50750 1435.2
C0782_A0048 302.15 59590 1440.4
C0782_A0048 303.15 100 1399.9
C0782_A0048 303.15 1830 1401.2
C0782_A0048 303.15 10020 1407.3
C0782_A0048 303.15 14980 1410.8
C0782_A0048 303.15 19750 1414.3
C0782_A0048 303.15 25860 1418.5
C0782_A0048 303.15 31480 1422.2
C0782_A0048 303.15 37770 1426.2
C0782_A0048 303.15 44170 1430.3
C0782_A0048 303.15 50750 1434.3
C0782_A0048 303.15 59590 1439.6
C0782_A0048 308.15 100 1395.3
C0782_A0048 308.15 1830 1396.6
C0782_A0048 308.15 10020 1402.7
C0782_A0048 308.15 14980 1406.3
C0782_A0048 308.15 19750 1409.7
C0782_A0048 308.15 25860 1413.8
C0782_A0048 308.15 31480 1417.6
C0782_A0048 308.15 37770 1421.7
C0782_A0048 308.15 44170 1425.8
C0782_A0048 308.15 50750 1430
C0782_A0048 308.15 59590 1435.3
C0782_A0048 313.15 100 1390.5
C0782_A0048 313.15 1830 1391.9
C0782_A0048 313.15 10020 1398
C0782_A0048 313.15 14980 1401.6
C0782_A0048 313.15 19750 1405
C0782_A0048 313.15 25860 1409.2
C0782_A0048 313.15 31480 1413
C0782_A0048 313.15 37770 1417.1
C0782_A0048 313.15 44170 1421.3
C0782_A0048 313.15 50750 1425.5
C0782_A0048 313.15 59590 1431.1
C0782_A0048 318.15 100 1385.8
C0782_A0048 318.15 1830 1387.1
C0782_A0048 318.15 10020 1393.3
C0782_A0048 318.15 14980 1396.9
C0782_A0048 318.15 19750 1400.3
C0782_A0048 318.15 25860 1404.6
C0782_A0048 318.15 31480 1408.4
C0782_A0048 318.15 37770 1412.7
C0782_A0048 318.15 44170 1416.9
C0782_A0048 318.15 50750 1421.2
C0782_A0048 318.15 59590 1426.8
