id,smiles
C0396,CC[n+]1ccn(c1)C(c1ccccc1)c1ccccc1
C0397,CCCCC[N+]1(C)CCCC1
C0398,OCC([n+]1ccn(c1)CC)C(C)C
C0399,CCOC(=O)[C@H]([n+]1ccn(c1)C)C
C0400,CC[n+]1ccc(cc1)N(C)C
C0401,COCC[N+]1(C)COCC1
C0402,NNC(=O)C[n+]1ccccc1
C0403,CCCCCCCn1cc[n+](c1)CC(=O)c1ccc(cc1)NS(=O)(=O)C
C0404,CCCCCOC(C[N+](C)(C)C)CCC
C0405,Nn1c[n+](nc1)CCBr
C0406,COCC[N+](CC)(CC)C
C0408,CCOC(C[N+](C)(C)C)OCC
C0409,CCCCCCOc1cc2c(cc1OCCCCC[NH+]=C(N(C)C)N(C)C)c1cc(OCCCCCC)c(cc1c1c2cc(OCCCCCC)c(c1)OCCCCCC)OCCCCCC
C0411,C[N+]1(C)CCCC1
C0412,CCCCCCCCCC[N+](CC)(CC)CC
C0413,Cc1cc(cc(c1)C)C[N+](C)(C)C
C0414,ON=CC[n+]1ccn(c1C1OCCO1)C
C0415,CCCCOC[N+](C)(C)C
